"stage","time2","time1","temp2","transfer","temp1","province","generation","block","time2d","time2.orig","group_index","nobs"
"L3",5,0,25,FALSE,25,"ON","F1",177,3,4,6,1
"L3",5,0,25,FALSE,25,"ON","F1",177,3,4,9,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,1,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,3,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,4,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,6,1
"L3",5,0,25,FALSE,25,"ON","F1",177,3,4,6,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,5,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,2,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,4,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,10,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,7,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,8,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,6,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,8,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,3,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,10,1
"L3",5,0,25,FALSE,25,"ON","F1",177,3,4,10,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,10,1
"L3",5,0,25,FALSE,25,"ON","F1",177,3,4,1,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,9,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,7,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,1,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,5,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,8,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,2,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,3,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,3,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,9,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,1,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,7,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,7,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,1,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,6,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,7,1
"L3",5,0,25,FALSE,25,"ON","F1",177,3,4,1,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,2,1
"L3",5,0,25,FALSE,25,"ON","F1",177,3,4,2,1
"L3",4,0,25,FALSE,25,"ON","F1",177,2,3,3,1
"L3",3,0,25,FALSE,25,"ON","F1",177,1,2,6,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,4,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,7,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,7,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,5,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,5,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,10,1
"L4",5,0,25,FALSE,25,"ON","F1",178,3,4,10,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,9,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,2,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,7,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,5,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,4,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,9,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,5,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,9,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,2,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,7,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,4,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,10,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,4,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,10,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,2,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,5,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,4,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,8,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,5,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,4,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,9,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,3,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,8,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,9,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,8,1
"L4",7,0,25,FALSE,25,"ON","F1",178,5,6,6,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,5,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,8,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,4,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,2,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,6,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1
"L4",5,0,25,FALSE,25,"ON","F1",178,3,4,10,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,9,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,1,1
"L4",5,0,25,FALSE,25,"ON","F1",178,3,4,2,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,4,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,1,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,8,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,1,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,10,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,8,1
"L4",2,0,25,FALSE,25,"ON","F1",178,0,1,6,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,6,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,9,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,1,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,4,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,6,1
"L4",7,0,25,FALSE,25,"ON","F1",178,5,6,6,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,5,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,2,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,4,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,10,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,7,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,8,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,6,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,8,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,10,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,10,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,10,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,1,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,9,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,7,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,1,1
"L4",5,0,25,FALSE,25,"ON","F1",178,3,4,5,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,8,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,2,1
"L4",5,0,25,FALSE,25,"ON","F1",178,3,4,3,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1
"L4",7,0,25,FALSE,25,"ON","F1",178,5,6,9,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,1,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,7,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,7,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,1,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,6,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,7,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,1,1
"L4",5,0,25,FALSE,25,"ON","F1",178,3,4,2,1
"L4",3,0,25,FALSE,25,"ON","F1",178,1,2,2,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,3,1
"L4",4,0,25,FALSE,25,"ON","F1",178,2,3,6,1
"L5",7,0,25,FALSE,25,"ON","F1",179,5,6,4,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,7,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,7,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,5,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,5,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,10,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,10,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,9,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,2,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,7,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,5,1
"L5",6,0,25,FALSE,25,"ON","F1",179,4,5,4,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,9,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,5,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,9,1
"L5",7,0,25,FALSE,25,"ON","F1",179,5,6,2,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,7,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,4,1
"L5",6,0,25,FALSE,25,"ON","F1",179,4,5,10,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,4,1
"L5",6,0,25,FALSE,25,"ON","F1",179,4,5,10,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,2,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,5,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,4,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,8,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,5,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,4,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,9,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,3,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,8,1
"L5",8,0,25,FALSE,25,"ON","F1",179,6,7,9,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,8,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,6,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,5,1
"L5",6,0,25,FALSE,25,"ON","F1",179,4,5,8,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,4,1
"L5",7,0,25,FALSE,25,"ON","F1",179,5,6,2,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,6,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,3,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,10,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,9,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,1,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,2,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,4,1
"L5",7,0,25,FALSE,25,"ON","F1",179,5,6,3,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,1,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,3,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,8,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,1,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,10,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,8,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,6,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,6,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,9,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,1,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,3,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,4,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,6,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,6,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,5,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,2,1
"L5",8,0,25,FALSE,25,"ON","F1",179,6,7,4,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,10,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,7,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,8,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,6,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,8,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,3,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,10,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,10,1
"L5",7,0,25,FALSE,25,"ON","F1",179,5,6,10,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,1,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,9,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,7,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,1,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,5,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,8,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,2,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,3,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,3,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,9,1
"L5",3,0,25,FALSE,25,"ON","F1",179,1,2,1,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,7,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,7,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,1,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,6,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,7,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,1,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,2,1
"L5",4,0,25,FALSE,25,"ON","F1",179,2,3,2,1
"L5",5,0,25,FALSE,25,"ON","F1",179,3,4,3,1
"L5",7,0,25,FALSE,25,"ON","F1",179,5,6,6,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,4,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,7,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,7,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,5,1
"L6",5,0,25,FALSE,25,"ON","F1",180,3,4,5,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,10,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,10,1
"L6",5,0,25,FALSE,25,"ON","F1",180,3,4,9,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,2,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,7,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,5,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,4,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,9,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,5,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,9,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,2,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,7,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,4,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,10,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,4,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,10,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,2,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,5,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,4,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,8,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,5,1
"L6",5,0,25,FALSE,25,"ON","F1",180,3,4,4,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,9,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,3,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,8,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,9,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,8,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,6,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,5,1
"L6",9,0,25,FALSE,25,"ON","F1",180,7,8,8,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,4,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,2,1
"L6",9,0,25,FALSE,25,"ON","F1",180,7,8,6,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,3,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,10,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,9,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,1,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,2,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,4,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,3,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,1,1
"L6",5,0,25,FALSE,25,"ON","F1",180,3,4,3,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,8,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,1,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,10,1
"L6",5,0,25,FALSE,25,"ON","F1",180,3,4,8,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,6,1
"L6",5,0,25,FALSE,25,"ON","F1",180,3,4,6,1
"L6",5,0,25,FALSE,25,"ON","F1",180,3,4,9,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,1,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,3,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,4,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,6,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,6,1
"L6",5,0,25,FALSE,25,"ON","F1",180,3,4,5,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,2,1
"L6",9,0,25,FALSE,25,"ON","F1",180,7,8,4,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,10,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,7,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,8,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,6,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,8,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,3,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,10,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,10,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,10,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,1,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,9,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,7,1
"L6",5,0,25,FALSE,25,"ON","F1",180,3,4,1,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,5,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,8,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,2,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,3,1
"L6",7,0,25,FALSE,25,"ON","F1",180,5,6,3,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,9,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,1,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,7,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,7,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,1,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,6,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,7,1
"L6",5,0,25,FALSE,25,"ON","F1",180,3,4,1,1
"L6",8,0,25,FALSE,25,"ON","F1",180,6,7,2,1
"L6",9,0,25,FALSE,25,"ON","F1",180,7,8,2,1
"L6",6,0,25,FALSE,25,"ON","F1",180,4,5,3,1
"L6",9,0,25,FALSE,25,"ON","F1",180,7,8,6,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,3,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,6,1
"L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,6,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,8,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,2,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,7,1
"L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,6,1
"L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,9,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,7,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,4,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,9,1
"L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,6,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,3,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,5,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,1,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,7,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,9,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,2,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,10,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,2,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,4,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,6,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,8,1
"L2",8.958333,0.9979167,20,TRUE,30,"ON","F1",181,7.958333,8.958333,3,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,2,1
"L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,1,1
"L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,8,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,3,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,8,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,8,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,6,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,5,1
"L2",2.940972,0.9979167,20,TRUE,30,"ON","F1",181,1.940972,2.940972,5,1
"L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,3,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,10,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,4,1
"L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,10,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,10,1
"L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,1,1
"L2",5.859722,0.9979167,20,TRUE,30,"ON","F1",181,4.859722,5.859722,8,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,9,1
"L2",2.940972,0.9979167,20,TRUE,30,"ON","F1",181,1.940972,2.940972,10,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,9,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,3,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,5,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,8,1
"L2",6.885417,0.9979167,20,TRUE,30,"ON","F1",181,5.885417,6.885417,4,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,1,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,3,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,3,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,1,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,9,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,10,1
"L2",2.940972,0.9979167,20,TRUE,30,"ON","F1",181,1.940972,2.940972,2,1
"L2",6.885417,0.9979167,20,TRUE,30,"ON","F1",181,5.885417,6.885417,3,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,2,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,8,1
"L2",2.940972,0.9979167,20,TRUE,30,"ON","F1",181,1.940972,2.940972,9,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,8,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,9,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,3,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,8,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,10,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,5,1
"L2",2.940972,0.9979167,20,TRUE,30,"ON","F1",181,1.940972,2.940972,1,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,5,1
"L2",4.524306,0.9979167,20,TRUE,30,"ON","F1",181,3.524306,4.524306,3,1
"L2",3.952083,0.9979167,20,TRUE,30,"ON","F1",181,2.952083,3.952083,4,1
