"","stage","time2","time1","temp2","transfer","temp1","province","generation","block","nobs","time2d","time2.orig","r.est2","r.est1"
"915","L4",4.04166666666667,5.875,20,TRUE,10,"NB2","F1",128,19,2.04166666666667,3.04166666666667,0.0704162531955852,0.0164826295214946
"916","L4",4.04166666666667,5.91666666666667,20,TRUE,10,"QC","F1",198,1,2.04166666666667,3.04166666666667,0.0894760106088743,0.0407123693174753
"917","L4",4.04166666666667,16.75,20,TRUE,5,"IPU","F0",33,1,2.04166666666667,3.04166666666667,0.02307662367272,0.00402441932723585
"918","L4",4.04166666666667,19.7916666666667,20,TRUE,5,"QC","F1",228,10,2.04166666666667,3.04166666666667,0.0266794159816783,0.0121782779613681
"919","L4",4.04166666666667,19.9166666666667,20,TRUE,5,"QC","F1",228,2,2.04166666666667,3.04166666666667,0.0265907378122591,0.0121597673330522
"920","L4",4.04861111111111,0.956944444444444,20,TRUE,35,"ON","F1",188,3,2.04861111111111,3.04861111111111,0.34196406379493,0.00714070269294462
"921","L4",4.08333333333333,0.916666666666667,20,TRUE,30,"QC","F1",218,12,2.08333333333333,3.08333333333333,0.617530934299366,0.301526031921108
"922","L4",4.08333333333333,0.958333333333333,20,TRUE,30,"QC","F1",218,2,2.08333333333333,3.08333333333333,0.602040166527635,0.29778478753149
"923","L4",4.08333333333333,0.875,20,TRUE,30,"NB2","F1",148,11,2.08333333333333,3.08333333333333,0.602167193715332,0.285011123267707
"924","L4",4.08333333333333,0.916666666666667,20,TRUE,30,"AB","F1",58,4,2.08333333333333,3.08333333333333,0.567471426616898,0.269390151376855
"925","L4",4.08333333333333,0.916666666666667,20,TRUE,30,"NB2","F1",148,7,2.08333333333333,3.08333333333333,0.587428438127994,0.281666206521571
"926","L4",4.08333333333333,0.916666666666667,20,TRUE,35,"AB","F1",63,2,2.08333333333333,3.08333333333333,0.423222009180606,0.0836066822644856
"927","L4",4.08333333333333,0.916666666666667,20,TRUE,35,"IN","F1",93,3,2.08333333333333,3.08333333333333,0.430970062318504,0.0911209713362497
"928","L4",4.08333333333333,0.916666666666667,20,TRUE,35,"QC","F1",223,25,2.08333333333333,3.08333333333333,0.456585526331676,0.113045912134617
"929","L4",4.08333333333333,0.958333333333333,20,TRUE,35,"AB","F1",63,1,2.08333333333333,3.08333333333333,0.415888133699822,0.0833164401337493
"930","L4",4.08333333333333,0.958333333333333,20,TRUE,35,"IN","F1",93,2,2.08333333333333,3.08333333333333,0.423367613699352,0.0907763202331673
"931","L4",4.08333333333333,0.958333333333333,20,TRUE,35,"NB2","F1",153,3,2.08333333333333,3.08333333333333,0.417359901716383,0.0907169196206694
"932","L4",4.08333333333333,5.75,20,TRUE,10,"ON","F1",163,10,2.08333333333333,3.08333333333333,0.0663680267789568,0.0122819936798675
"933","L4",4.08333333333333,5.79166666666667,20,TRUE,10,"NB2","F1",128,4,2.08333333333333,3.08333333333333,0.0699895008150836,0.0163528302024067
"934","L4",4.08333333333333,5.83333333333333,20,TRUE,10,"NB2","F1",128,18,2.08333333333333,3.08333333333333,0.0697859888765272,0.0163416954952545
"935","L4",4.08333333333333,5.83333333333333,20,TRUE,10,"ON","F1",163,10,2.08333333333333,3.08333333333333,0.0660029861164512,0.0122694359186668
"936","L4",4.08333333333333,5.875,20,TRUE,10,"IN","F1",68,11,2.08333333333333,3.08333333333333,0.0658926694974116,0.0117031457638138
"937","L4",4.08333333333333,5.875,20,TRUE,10,"QC","F1",198,9,2.08333333333333,3.08333333333333,0.0889533279659503,0.0404643385010063
"938","L4",4.08333333333333,5.91666666666667,20,TRUE,10,"AB","F1",38,2,2.08333333333333,3.08333333333333,0.0703278478668228,0.0183942896476972
"939","L4",4.08333333333333,19.75,20,TRUE,5,"QC","F1",228,1,2.08333333333333,3.08333333333333,0.0264540172713214,0.0120898165193962
"940","L4",4.08333333333333,19.7916666666667,20,TRUE,5,"ON","F1",193,7,2.08333333333333,3.08333333333333,0.0186098445748629,0.00252630697264217
"941","L4",4.08333333333333,19.875,20,TRUE,5,"IN","F1",98,10,2.08333333333333,3.08333333333333,0.00295657917673134,0
"942","L4",4.08333333333333,19.875,20,TRUE,5,"ON","F1",193,7,2.08333333333333,3.08333333333333,0.0185810287367935,0.00252577523234377
"943","L4",4.08333333333333,19.9166666666667,20,TRUE,5,"QC","F1",228,1,2.08333333333333,3.08333333333333,0.0263378934234026,0.0120655048959951
"944","L4",4.11111111111111,0.977777777777778,20,TRUE,30,"ON","F1",183,7,2.11111111111111,3.11111111111111,0.416390946102089,0.113711374550491
"945","L4",4.125,0.708333333333333,20,TRUE,30,"NB2","F1",148,27,2.125,3.125,0.662376651668118,0.296837891228592
"946","L4",4.125,0.708333333333333,20,TRUE,35,"IN","F1",93,1,2.125,3.125,0.467270710549764,0.0920071637344701
"947","L4",4.125,0.75,20,TRUE,30,"IN","F1",88,21,2.125,3.125,0.450975667307531,0.0649600879221278
"948","L4",4.125,0.791666666666667,20,TRUE,30,"QC","F1",218,3,2.125,3.125,0.662951581715155,0.310950015468911
"949","L4",4.125,0.875,20,TRUE,30,"IN","F1",88,14,2.125,3.125,0.426909919101648,0.0644368599114684
"950","L4",4.125,0.875,20,TRUE,35,"IN","F1",93,2,2.125,3.125,0.433509650172083,0.0906175858907578
"951","L4",4.125,0.916666666666667,20,TRUE,30,"AB","F1",58,1,2.125,3.125,0.562077529878072,0.267335868830878
"952","L4",4.125,0.916666666666667,20,TRUE,30,"IN","F1",88,9,2.125,3.125,0.419448800211417,0.0642643186241147
"953","L4",4.125,0.916666666666667,20,TRUE,30,"NB2","F1",148,14,2.125,3.125,0.582055784643857,0.279550165868389
"954","L4",4.125,0.916666666666667,20,TRUE,35,"AB","F1",63,1,2.125,3.125,0.418104027122256,0.0828262891301835
"955","L4",4.125,1,20,TRUE,35,"IN","F1",93,10,2.125,3.125,0.411225853201685,0.0896026390358986
"956","L4",4.125,5.79166666666667,20,TRUE,10,"NB2","F1",128,10,2.125,3.125,0.0691669068961896,0.0162031511371135
"957","L4",4.125,5.79166666666667,20,TRUE,10,"QC","F1",198,4,2.125,3.125,0.0887637989136947,0.0402868243740724
"958","L4",4.125,5.875,20,TRUE,10,"AB","F1",38,2,2.125,3.125,0.0697179866868925,0.0182423832554442
"959","L4",4.125,5.875,20,TRUE,10,"ON","F1",163,12,2.125,3.125,0.0650243837044774,0.0121481369586692
"960","L4",4.125,16.7333333333333,20,TRUE,5,"IPU","F0",33,51,2.125,3.125,0.0225213630527759,0.00394875484171163
"961","L4",4.125,16.9166666666667,20,TRUE,5,"IPU","F0",33,1,2.125,3.125,0.0224287565882856,0.00394589825449146
"962","L4",4.125,19.75,20,TRUE,5,"IN","F1",98,3,2.125,3.125,0.00290300369949192,0
"963","L4",4.125,19.75,20,TRUE,5,"ON","F1",193,22,2.125,3.125,0.0183917516344018,0.00250231325041819
"964","L4",4.125,19.7916666666667,20,TRUE,5,"NB2","F1",158,1,2.125,3.125,0.0258358439980762,0.0115481123280534
"965","L4",4.125,19.9166666666667,20,TRUE,5,"QC","F1",228,8,2.125,3.125,0.0260898122054595,0.011972692660579
"966","L4",4.16666666666667,0.916666666666667,20,TRUE,30,"NB2","F1",148,11,2.16666666666667,3.16666666666667,0.576780517638486,0.277465682002783
"967","L4",4.16666666666667,0.916666666666667,20,TRUE,30,"QC","F1",218,36,2.16666666666667,3.16666666666667,0.606995197812939,0.297138083850883
"968","L4",4.16666666666667,0.916666666666667,20,TRUE,35,"QC","F1",223,19,2.16666666666667,3.16666666666667,0.446207397869245,0.111015073563205
"969","L4",4.16666666666667,5.79166666666667,20,TRUE,10,"AB","F1",38,2,2.16666666666667,3.16666666666667,0.0693182441599905,0.0181066154021292
