"","stage","time2","time1","temp2","transfer","temp1","province","generation","block","nobs","time2d","time2.orig","r.est2","r.est1"
"1447","L5",4.02152777777778,1.94791666666667,20,TRUE,35,"IPU","F0",29,7,2.02152777777778,3.02152777777778,0.213763651449004,0.051166797550062
"1448","L5",4.03472222222222,1.94305555555556,20,TRUE,30,"ON","F1",184,1,2.03472222222222,3.03472222222222,0.287906812556491,0.142785835264133
"1449","L5",4.03819444444444,10.8576388888889,20,TRUE,10,"IPU","F0",4,2,2.03819444444444,3.03819444444444,0.0501346836590347,0.0241567377976223
"1450","L5",4.04166666666667,1.70833333333333,20,TRUE,35,"IN","F1",94,1,2.04166666666667,3.04166666666667,0.221890915701243,0.0448275820117198
"1451","L5",4.04166666666667,1.83333333333333,20,TRUE,30,"IN","F1",89,1,2.04166666666667,3.04166666666667,0.288650242830704,0.134046553416069
"1452","L5",4.04166666666667,1.83333333333333,20,TRUE,30,"NB2","F1",149,1,2.04166666666667,3.04166666666667,0.335451761532948,0.19754697088937
"1453","L5",4.04166666666667,1.83333333333333,20,TRUE,30,"QC","F1",219,1,2.04166666666667,3.04166666666667,0.341956915447655,0.204842928182285
"1454","L5",4.04166666666667,1.83333333333333,20,TRUE,35,"QC","F1",224,10,2.04166666666667,3.04166666666667,0.220825822493876,0.0569166459468821
"1455","L5",4.04166666666667,1.91666666666667,20,TRUE,30,"QC","F1",219,2,2.04166666666667,3.04166666666667,0.33248236187211,0.201404897437178
"1456","L5",4.04166666666667,1.91666666666667,20,TRUE,35,"QC","F1",224,16,2.04166666666667,3.04166666666667,0.216835581196897,0.0566479616156412
"1457","L5",4.04166666666667,1.95833333333333,20,TRUE,30,"QC","F1",219,2,2.04166666666667,3.04166666666667,0.32793927747521,0.19972879917414
"1458","L5",4.04166666666667,1.95833333333333,20,TRUE,35,"NB2","F1",154,1,2.04166666666667,3.04166666666667,0.0809477203181987,0
"1459","L5",4.04166666666667,1.95833333333333,20,TRUE,35,"QC","F1",224,6,2.04166666666667,3.04166666666667,0.214894052993704,0.0565145684862108
"1460","L5",4.04166666666667,2.04652777777778,20,TRUE,35,"ON","F1",189,8,2.04166666666667,3.04166666666667,0.205089596066869,0.0487889429438462
"1461","L5",4.04166666666667,5.75,20,TRUE,10,"QC","F1",199,44,2.04166666666667,3.04166666666667,0.0917686410812513,0.0424615816560413
"1462","L5",4.04166666666667,5.83333333333333,20,TRUE,10,"AB","F1",39,2,2.04166666666667,3.04166666666667,0.0833642285853707,0.0325191868263465
"1463","L5",4.04166666666667,5.83333333333333,20,TRUE,10,"ON","F1",164,3,2.04166666666667,3.04166666666667,0.0266022036213534,0
"1464","L5",4.04166666666667,5.95833333333333,20,TRUE,10,"AB","F1",39,1,2.04166666666667,3.04166666666667,0.0825044882085783,0.0323875347895134
"1465","L5",4.04166666666667,5.95833333333333,20,TRUE,10,"IN","F1",69,2,2.04166666666667,3.04166666666667,0.0909378010750724,0.0431443360375265
"1466","L5",4.04166666666667,5.95833333333333,20,TRUE,10,"QC","F1",199,3,2.04166666666667,3.04166666666667,0.090047078983,0.0420892532676112
"1467","L5",4.04166666666667,33.6666666666667,20,TRUE,5,"IN","F1",99,10,2.04166666666667,3.04166666666667,0.0121981879266962,0.00284561087459742
"1468","L5",4.04166666666667,33.7916666666667,20,TRUE,5,"IN","F1",99,2,2.04166666666667,3.04166666666667,0.0121796167699169,0.00284459904684973
"1469","L5",4.04166666666667,33.7916666666667,20,TRUE,5,"QC","F1",229,5,2.04166666666667,3.04166666666667,0.0120008463444207,0.00259268509863354
"1470","L5",4.04166666666667,33.8333333333333,20,TRUE,5,"NB2","F1",159,6,2.04166666666667,3.04166666666667,0.0117712490358994,0.00231659245495982
"1471","L5",4.04166666666667,33.875,20,TRUE,5,"ON","F1",194,4,2.04166666666667,3.04166666666667,0.00375485726466116,0
"1472","L5",4.04166666666667,33.7083333333333,20,TRUE,5,"IPU","F0",34,1,2.04166666666667,3.04166666666667,0,0
"1473","L5",4.07013888888889,1.96041666666667,20,TRUE,35,"ON","F1",189,1,2.07013888888889,3.07013888888889,0.207070886452238,0.0486847572029944
"1474","L5",4.08333333333333,1.70833333333333,20,TRUE,30,"IN","F1",89,5,2.08333333333333,3.08333333333333,0.296499460021303,0.135261208093456
"1475","L5",4.08333333333333,1.83333333333333,20,TRUE,30,"IN","F1",89,2,2.08333333333333,3.08333333333333,0.285903192256019,0.133012282835014
"1476","L5",4.08333333333333,1.875,20,TRUE,30,"NB2","F1",149,3,2.08333333333333,3.08333333333333,0.328283878779707,0.194664630781672
"1477","L5",4.08333333333333,1.91666666666667,20,TRUE,35,"AB","F1",64,1,2.08333333333333,3.08333333333333,0.089326898353495,0
"1478","L5",4.08333333333333,1.91666666666667,20,TRUE,35,"QC","F1",224,1,2.08333333333333,3.08333333333333,0.214279971253676,0.0561321105632926
"1479","L5",4.08333333333333,1.95833333333333,20,TRUE,30,"AB","F1",59,1,2.08333333333333,3.08333333333333,0.34812870682296,0.233717245823147
"1480","L5",4.08333333333333,1.95833333333333,20,TRUE,35,"NB2","F1",154,1,2.08333333333333,3.08333333333333,0.0795810739169684,0
"1481","L5",4.08333333333333,1.95833333333333,20,TRUE,35,"QC","F1",224,17,2.08333333333333,3.08333333333333,0.212383738694418,0.0560011329887678
"1482","L5",4.08333333333333,1.875,20,TRUE,35,"IN","F1",94,2,2.08333333333333,3.08333333333333,0.211394343155218,0.0440786395195401
"1483","L5",4.08333333333333,1.91666666666667,20,TRUE,35,"IN","F1",94,1,2.08333333333333,3.08333333333333,0.209548618465237,0.0439978326609774
"1484","L5",4.08333333333333,5.70833333333333,20,TRUE,10,"ON","F1",164,1,2.08333333333333,3.08333333333333,0.0262370893664333,0
"1485","L5",4.08333333333333,5.79166666666667,20,TRUE,10,"NB2","F1",129,1,2.08333333333333,3.08333333333333,0.0675568997916626,0.0139948047120999
"1486","L5",4.08333333333333,5.79166666666667,20,TRUE,10,"QC","F1",199,1,2.08333333333333,3.08333333333333,0.0905495643696852,0.0420594321453122
"1487","L5",4.08333333333333,5.875,20,TRUE,10,"IN","F1",69,17,2.08333333333333,3.08333333333333,0.0907769352418153,0.0429697187886616
"1488","L5",4.08333333333333,5.875,20,TRUE,10,"ON","F1",164,10,2.08333333333333,3.08333333333333,0.0261228580728062,0
"1489","L5",4.08333333333333,5.91666666666667,20,TRUE,10,"AB","F1",39,2,2.08333333333333,3.08333333333333,0.0819360126507429,0.0321633447863771
"1490","L5",4.08333333333333,5.91666666666667,20,TRUE,10,"IN","F1",69,15,2.08333333333333,3.08333333333333,0.0904348768684367,0.0428929230868672
"1491","L5",4.08333333333333,5.91666666666667,20,TRUE,10,"NB2","F1",129,16,2.08333333333333,3.08333333333333,0.0669911851935321,0.0139703656447306
"1492","L5",4.08333333333333,33.6666666666667,20,TRUE,5,"ON","F1",194,1,2.08333333333333,3.08333333333333,0.00369198254753795,0
"1493","L5",4.08333333333333,33.8333333333333,20,TRUE,5,"IN","F1",99,15,2.08333333333333,3.08333333333333,0.0120290578493584,0.0028180059840227
"1494","L5",4.08333333333333,33.8333333333333,20,TRUE,5,"NB2","F1",159,8,2.08333333333333,3.08333333333333,0.0116284470997901,0.00229478907358928
"1495","L5",4.08333333333333,33.9166666666667,20,TRUE,5,"IN","F1",99,12,2.08333333333333,3.08333333333333,0.0120170117385767,0.00281734437624675
"1496","L5",4.08333333333333,33.9166666666667,20,TRUE,5,"QC","F1",229,3,2.08333333333333,3.08333333333333,0.0118394489027859,0.00256770096702256
"1497","L5",4.11111111111111,1.77430555555556,20,TRUE,30,"ON","F1",184,3,2.11111111111111,3.11111111111111,0.297437817302625,0.144288599199781
"1498","L5",4.12013888888889,1.94444444444444,20,TRUE,35,"IPU","F0",29,1,2.12013888888889,3.12013888888889,0.207996660895081,0.0500702985867643
"1499","L5",4.125,1.875,20,TRUE,30,"IN","F1",89,5,2.125,3.125,0.279904964354737,0.131271888659298
"1500","L5",4.125,1.91666666666667,20,TRUE,35,"QC","F1",224,3,2.125,3.125,0.211783900092736,0.0556255696774912
"1501","L5",4.125,1.95833333333333,20,TRUE,35,"IN","F1",94,1,2.125,3.125,0.205299233231619,0.0435115121980337
"1502","L5",4.125,5.79166666666667,20,TRUE,10,"IN","F1",69,9,2.125,3.125,0.0906166375357809,0.0427965092923525
"1503","L5",4.125,5.83333333333333,20,TRUE,10,"IN","F1",69,1,2.125,3.125,0.0902757838697317,0.0427203309157272
"1504","L5",4.125,5.91666666666667,20,TRUE,10,"NB2","F1",129,17,2.125,3.125,0.0661920675738221,0.0138408069349291
"1505","L5",4.125,5.91666666666667,20,TRUE,10,"QC","F1",199,2,2.125,3.125,0.0887019004417817,0.0415206659859245
"1506","L5",4.125,33.75,20,TRUE,5,"NB2","F1",159,9,2.125,3.125,0.0115000788473186,0.00227382305932167
"1507","L5",4.125,33.7916666666667,20,TRUE,5,"NB2","F1",159,3,2.125,3.125,0.0114945709942873,0.00227360765175891
"1508","L5",4.125,33.8333333333333,20,TRUE,5,"QC","F1",229,10,2.125,3.125,0.0117108371351608,0.00254454193326918
"1509","L5",4.125,33.9166666666667,20,TRUE,5,"QC","F1",229,3,2.125,3.125,0.0116994196353337,0.00254400248985137
"1510","L5",4.15069444444444,1.99513888888889,20,TRUE,35,"ON","F1",189,2,2.15069444444444,3.15069444444444,0.20097989250409,0.047749192658204
"1511","L5",4.16666666666667,1.875,20,TRUE,30,"IN","F1",89,1,2.16666666666667,3.16666666666667,0.277321102782622,0.130279833769576
"1512","L5",4.16666666666667,1.875,20,TRUE,35,"IN","F1",94,1,2.16666666666667,3.16666666666667,0.206410474671865,0.043268587496804
"1513","L5",4.16666666666667,1.91666666666667,20,TRUE,30,"NB2","F1",149,2,2.16666666666667,3.16666666666667,0.319014217567959,0.190647630330812
"1514","L5",4.16666666666667,5.75,20,TRUE,10,"QC","F1",199,37,2.16666666666667,3.16666666666667,0.0891894444516218,0.04149164485576
"1515","L5",4.16666666666667,5.83333333333333,20,TRUE,10,"NB2","F1",129,11,2.16666666666667,3.16666666666667,0.0657703028518055,0.0137293190532815
"1516","L5",4.16666666666667,5.875,20,TRUE,10,"QC","F1",199,6,2.16666666666667,3.16666666666667,0.0882060632295334,0.0412775606200401
"1517","L5",4.16666666666667,33.8333333333333,20,TRUE,5,"NB2","F1",159,1,2.16666666666667,3.16666666666667,0.0113529913448848,0.00225239082096622
"1518","L5",4.16666666666667,33.875,20,TRUE,5,"ON","F1",194,7,2.16666666666667,3.16666666666667,0.00356438713614681,0
"1519","L5",4.1875,1.97083333333333,20,TRUE,35,"ON","F1",189,3,2.1875,3.1875,0.199907139940275,0.0474237708787237
"1520","L5",4.20833333333333,1.875,20,TRUE,30,"IN","F1",89,1,2.20833333333333,3.20833333333333,0.274784509208466,0.129302660832983
"1521","L5",4.20833333333333,1.94444444444444,20,TRUE,30,"ON","F1",184,4,2.20833333333333,3.20833333333333,0.277368979258275,0.138453688465716
"1522","L5",4.20833333333333,5.79166666666667,20,TRUE,10,"NB2","F1",129,22,2.20833333333333,3.20833333333333,0.065176398491214,0.0136118883654556
"1523","L5",4.20833333333333,5.875,20,TRUE,10,"IN","F1",69,3,2.20833333333333,3.20833333333333,0.08830431461969,0.0420083874034567
"1524","L5",4.20833333333333,5.875,20,TRUE,10,"ON","F1",164,23,2.20833333333333,3.20833333333333,0.0248601680604521,0
"1525","L5",4.20833333333333,5.91666666666667,20,TRUE,10,"ON","F1",164,7,2.20833333333333,3.20833333333333,0.0248344435421127,0
"1526","L5",4.20833333333333,33.7916666666667,20,TRUE,5,"ON","F1",194,10,2.20833333333333,3.20833333333333,0.00350614396875059,0
"1527","L5",4.20833333333333,33.8333333333333,20,TRUE,5,"QC","F1",229,8,2.20833333333333,3.20833333333333,0.0114399642004341,0.00249841415860851
"1528","L5",4.20833333333333,33.9166666666667,20,TRUE,5,"QC","F1",229,1,2.20833333333333,3.20833333333333,0.011429068522539,0.00249789409411089
"1529","L5",4.25,1.75,20,TRUE,35,"IN","F1",94,1,2.25,3.25,0.206870791484521,0.0427146277037355
"1530","L5",4.25,2,20,TRUE,35,"IN","F1",94,1,2.25,3.25,0.196698022580836,0.042263312291224
"1531","L5",4.25,33.75,20,TRUE,5,"ON","F1",194,6,2.25,3.25,0.0034492778198197,0
"1532","L5",4.25,33.8333333333333,20,TRUE,5,"ON","F1",194,20,2.25,3.25,0.00344828664493297,0
"1533","L5",4.29166666666667,5.70833333333333,20,TRUE,10,"ON","F1",164,23,2.29166666666667,3.29166666666667,0.0241811367055738,0
"1534","L5",4.625,1.91666666666667,20,TRUE,35,"AB","F1",64,3,2.625,3.625,0.073490719200088,0
"1535","L5",4.875,2.13541666666667,20,TRUE,35,"ON","F1",189,1,2.875,3.875,0.163407779660826,0.0410013457568497
"1536","L5",4.92361111111111,20.0770833333333,20,TRUE,5,"IPU","F0",34,44,2.92361111111111,3.92361111111111,0,0
"1537","L5",4.92361111111111,21.1666666666667,20,TRUE,5,"IPU","F0",34,44,2.92361111111111,3.92361111111111,0,0
"1538","L5",4.92361111111111,22.1666666666667,20,TRUE,5,"IPU","F0",34,7,2.92361111111111,3.92361111111111,0,0
"1539","L5",4.95347222222222,2.04166666666667,20,TRUE,30,"IPU","F0",24,1,2.95347222222222,3.95347222222222,0.267334574271658,0.165225647318762
"1540","L5",4.95833333333333,2,20,TRUE,35,"QC","F1",224,1,2.95833333333333,3.95833333333333,0.169342916829664,0.0469367689677357
"1541","L5",4.95833333333333,33.875,20,TRUE,5,"IN","F1",99,1,2.95833333333333,3.95833333333333,0.00962657092199852,0.0023601932010631
"1542","L5",4.96875,2,20,TRUE,35,"ON","F1",189,5,2.96875,3.96875,0.163554658280328,0.0405153737953143
"1543","L5",4.97569444444444,1.94791666666667,20,TRUE,35,"IPU","F0",29,9,2.97569444444444,3.97569444444444,0.167596807926402,0.042160585463563
"1544","L5",5,0,15,FALSE,15,"IPU","F0",9,23,3,4,0.333333333333333,0.2
"1545","L5",5,0,20,FALSE,20,"IN","F1",79,56,3,4,0.333333333333333,0.2
"1546","L5",5,0,20,FALSE,20,"IPU","F0",14,93,3,4,0.333333333333333,0.2
"1547","L5",5,0,20,FALSE,20,"NB2","F1",139,22,3,4,0.333333333333333,0.2
"1548","L5",5,0,20,FALSE,20,"ON","F1",174,53,3,4,0.333333333333333,0.2
"1549","L5",5,0,20,FALSE,20,"QC","F1",209,17,3,4,0.333333333333333,0.2
"1550","L5",5,0,25,FALSE,25,"AB","F1",54,5,3,4,0.333333333333333,0.2
"1551","L5",5,0,25,FALSE,25,"IN","F1",84,19,3,4,0.333333333333333,0.2
"1552","L5",5,0,25,FALSE,25,"IPU","F0",19,14,3,4,0.333333333333333,0.2
"1553","L5",5,0,25,FALSE,25,"NB2","F1",144,23,3,4,0.333333333333333,0.2
"1554","L5",5,0,25,FALSE,25,"ON","F1",179,20,3,4,0.333333333333333,0.2
"1555","L5",5,0,25,FALSE,25,"QC","F1",214,22,3,4,0.333333333333333,0.2
"1556","L5",5,1.95833333333333,20,TRUE,30,"IN","F1",89,1,3,4,0.229620955170469,0.112116731043464
"1557","L5",5,2,20,TRUE,35,"NB2","F1",154,8,3,4,0.0578879425832034,0
"1558","L5",5,34,20,TRUE,5,"IN","F1",99,1,3,4,0.00952470544129081,0.00234139989910703
"1559","L5",5.00486111111111,1.99513888888889,20,TRUE,35,"ON","F1",189,2,3.00486111111111,4.00486111111111,0.162354886231905,0.0402544527826837
"1560","L5",5.01597222222222,1.95972222222222,20,TRUE,35,"IPU","F0",29,1,3.01597222222222,4.01597222222222,0.165757681406928,0.0418289721361345
"1561","L5",5.02083333333333,1.97222222222222,20,TRUE,35,"IPU","F0",29,2,3.02083333333333,4.02083333333333,0.165235506121884,0.041769970123819
"1562","L5",5.02083333333333,10.9791666666667,20,TRUE,10,"IPU","F0",4,1,3.02083333333333,4.02083333333333,0.0409005620943779,0.02042942157743
"1563","L5",5.03888888888889,1.94444444444444,20,TRUE,35,"IPU","F0",29,3,3.03888888888889,4.03888888888889,0.165328198860867,0.0416807897997668
"1564","L5",5.04166666666667,1.83333333333333,20,TRUE,30,"QC","F1",219,1,3.04166666666667,4.04166666666667,0.289124460895645,0.177429342660381
"1565","L5",5.04166666666667,1.91666666666667,20,TRUE,30,"NB2","F1",149,2,3.04166666666667,4.04166666666667,0.275745149175013,0.168228740186377
"1566","L5",5.04166666666667,1.91666666666667,20,TRUE,35,"NB2","F1",154,2,3.04166666666667,4.04166666666667,0.0574594733085564,0
"1567","L5",5.04166666666667,1.91666666666667,20,TRUE,35,"QC","F1",224,20,3.04166666666667,4.04166666666667,0.168581491830283,0.0464115012902771
"1568","L5",5.04166666666667,1.95833333333333,20,TRUE,35,"NB2","F1",154,6,3.04166666666667,4.04166666666667,0.0573222355808337,0
"1569","L5",5.04166666666667,1.95833333333333,20,TRUE,35,"QC","F1",224,19,3.04166666666667,4.04166666666667,0.167405596612878,0.0463219233733434
"1570","L5",5.04166666666667,5.75,20,TRUE,10,"QC","F1",199,21,3.04166666666667,4.04166666666667,0.0745271283131733,0.0357717789401137
"1571","L5",5.04166666666667,5.79166666666667,20,TRUE,10,"IN","F1",69,6,3.04166666666667,4.04166666666667,0.0752018382999398,0.0366677975233165
"1572","L5",5.04166666666667,5.79166666666667,20,TRUE,10,"QC","F1",199,19,3.04166666666667,4.04166666666667,0.0742964158748768,0.0357185407840724
"1573","L5",5.04166666666667,5.875,20,TRUE,10,"IN","F1",69,5,3.04166666666667,4.04166666666667,0.0747334969372511,0.0365560948994817
"1574","L5",5.04166666666667,5.875,20,TRUE,10,"NB2","F1",129,7,3.04166666666667,4.04166666666667,0.0525470093948475,0.0115009651936216
"1575","L5",5.04166666666667,5.875,20,TRUE,10,"ON","F1",164,12,3.04166666666667,4.04166666666667,0.0188014985738098,0
"1576","L5",5.04166666666667,5.91666666666667,20,TRUE,10,"AB","F1",39,2,3.04166666666667,4.04166666666667,0.0662378166541386,0.0270273012680544
"1577","L5",5.04166666666667,5.95833333333333,20,TRUE,10,"AB","F1",39,1,3.04166666666667,4.04166666666667,0.0660555094572875,0.0269968990462283
"1578","L5",5.04166666666667,33.6666666666667,20,TRUE,5,"IN","F1",99,5,3.04166666666667,4.04166666666667,0.00946586364969263,0.00232537926825508
"1579","L5",5.04166666666667,33.8333333333333,20,TRUE,5,"IN","F1",99,11,3.04166666666667,4.04166666666667,0.00945095341030237,0.00232447838594705
"1580","L5",5.04166666666667,33.8333333333333,20,TRUE,5,"QC","F1",229,5,3.04166666666667,4.04166666666667,0.00929095599001659,0.00211500364969171
"1581","L5",5.04166666666667,33.875,20,TRUE,5,"IN","F1",99,1,3.04166666666667,4.04166666666667,0.00944723318693962,0.00232425327442622
"1582","L5",5.04166666666667,33.9166666666667,20,TRUE,5,"IPU","F0",34,1,3.04166666666667,4.04166666666667,0,0
"1583","L5",5.06944444444444,1.80555555555556,20,TRUE,35,"ON","F1",189,1,3.06944444444444,4.06944444444444,0.165036538172814,0.0400846471587733
"1584","L5",5.08333333333333,1.83333333333333,20,TRUE,35,"QC","F1",224,23,3.08333333333333,4.08333333333333,0.169390510036231,0.0462421777280246
"1585","L5",5.08333333333333,1.875,20,TRUE,30,"IN","F1",89,2,3.08333333333333,4.08333333333333,0.230508009128048,0.111707408265308
"1586","L5",5.08333333333333,1.875,20,TRUE,35,"IN","F1",94,1,3.08333333333333,4.08333333333333,0.163903971881017,0.0359926182537429
"1587","L5",5.08333333333333,1.91666666666667,20,TRUE,30,"IN","F1",89,1,3.08333333333333,4.08333333333333,0.228315156124216,0.11118987772091
"1588","L5",5.08333333333333,1.91666666666667,20,TRUE,35,"AB","F1",64,4,3.08333333333333,4.08333333333333,0.0639044698582342,0
"1589","L5",5.08333333333333,1.95833333333333,20,TRUE,35,"NB2","F1",154,4,3.08333333333333,4.08333333333333,0.0566335223326239,0
"1590","L5",5.08333333333333,1.95833333333333,20,TRUE,35,"QC","F1",224,4,3.08333333333333,4.08333333333333,0.165878235178629,0.0459764214962586
"1591","L5",5.08333333333333,2,20,TRUE,35,"IN","F1",94,1,3.08333333333333,4.08333333333333,0.160613326609967,0.0358314099711697
"1592","L5",5.08333333333333,2.04652777777778,20,TRUE,35,"ON","F1",189,13,3.08333333333333,4.08333333333333,0.158240766529834,0.0396014803986446
"1593","L5",5.08333333333333,5.79166666666667,20,TRUE,10,"NB2","F1",129,7,3.08333333333333,4.08333333333333,0.0522808601790595,0.0114238810209325
"1594","L5",5.08333333333333,5.83333333333333,20,TRUE,10,"ON","F1",164,3,3.08333333333333,4.08333333333333,0.0185895387924284,0
"1595","L5",5.08333333333333,5.91666666666667,20,TRUE,10,"AB","F1",39,1,3.08333333333333,4.08333333333333,0.0656906112365964,0.026840947791227
"1596","L5",5.08333333333333,5.91666666666667,20,TRUE,10,"NB2","F1",129,9,3.08333333333333,4.08333333333333,0.0519414174312811,0.0114075911504277
"1597","L5",5.08333333333333,5.91666666666667,20,TRUE,10,"ON","F1",164,3,3.08333333333333,4.08333333333333,0.0185607857551939,0
"1598","L5",5.08333333333333,5.95833333333333,20,TRUE,10,"QC","F1",199,8,3.08333333333333,4.08333333333333,0.0728262830213166,0.0352772964350037
"1599","L5",5.08333333333333,33.7916666666667,20,TRUE,5,"IN","F1",99,3,3.08333333333333,4.08333333333333,0.00936735348975064,0.00230713415405465
"1600","L5",5.08333333333333,33.7916666666667,20,TRUE,5,"QC","F1",229,6,3.08333333333333,4.08333333333333,0.00920803373622984,0.00209908221116268
"1601","L5",5.08333333333333,33.875,20,TRUE,5,"IN","F1",99,1,3.08333333333333,4.08333333333333,0.00936004691740431,0.00230669066698626
"1602","L5",5.08333333333333,33.9166666666667,20,TRUE,5,"IN","F1",99,5,3.08333333333333,4.08333333333333,0.00935639790393103,0.00230646898738264
"1603","L5",5.11319444444444,1.9375,20,TRUE,35,"IPU","F0",29,1,3.11319444444444,4.11319444444444,0.162813870162175,0.0411352610012943
"1604","L5",5.125,1.75,20,TRUE,35,"IN","F1",94,4,3.125,4.125,0.165748328991669,0.0358797949993706
"1605","L5",5.125,1.875,20,TRUE,35,"IN","F1",94,3,3.125,4.125,0.162383970030716,0.0357195935376715
"1606","L5",5.125,1.95833333333333,20,TRUE,35,"IN","F1",94,5,3.125,4.125,0.160215928486566,0.0356135849727012
"1607","L5",5.125,1.95833333333333,20,TRUE,35,"NB2","F1",154,5,3.125,4.125,0.055961162064251,0
"1608","L5",5.125,1.95833333333333,20,TRUE,35,"QC","F1",224,2,3.125,4.125,0.164378492191103,0.0456360354594597
"1609","L5",5.125,5.875,20,TRUE,10,"ON","F1",164,19,3.125,4.125,0.0183541887916961,0
"1610","L5",5.125,5.91666666666667,20,TRUE,10,"IN","F1",69,2,3.125,4.125,0.0733773273254749,0.0360335284712054
"1611","L5",5.125,5.91666666666667,20,TRUE,10,"NB2","F1",129,6,3.125,4.125,0.0514597266110832,0.0113210588150143
"1612","L5",5.125,9.91666666666667,20,TRUE,10,"NB2","F1",129,1,3.125,4.125,0.042675457174311,0.010830603230324
"1613","L5",5.125,33.75,20,TRUE,5,"NB2","F1",159,8,3.125,4.125,0.00892904912048148,0.0018579714513814
"1614","L5",5.125,33.7916666666667,20,TRUE,5,"NB2","F1",159,9,3.125,4.125,0.00892572835935828,0.00185782762676923
"1615","L5",5.125,33.8333333333333,20,TRUE,5,"NB2","F1",159,4,3.125,4.125,0.00892241006733445,0.00185768382442211
"1616","L5",5.125,33.9166666666667,20,TRUE,5,"IN","F1",99,2,3.125,4.125,0.00927087257956508,0.00228917311625714
"1617","L5",5.125,33.9166666666667,20,TRUE,5,"QC","F1",229,7,3.125,4.125,0.00911271723772841,0.00208267551624532
"1618","L5",5.13194444444444,1.97916666666667,20,TRUE,35,"ON","F1",189,12,3.13194444444444,4.13194444444444,0.158240633401796,0.0393605851060009
"1619","L5",5.16666666666667,1.875,20,TRUE,30,"IN","F1",89,3,3.16666666666667,4.16666666666667,0.22702412462757,0.110278223086303
"1620","L5",5.16666666666667,1.91666666666667,20,TRUE,35,"QC","F1",224,3,3.16666666666667,4.16666666666667,0.164018942262729,0.0453863203863692
"1621","L5",5.16666666666667,5.83333333333333,20,TRUE,10,"NB2","F1",129,1,3.16666666666667,4.16666666666667,0.0512044508089917,0.0112463595607401
"1622","L5",5.16666666666667,5.91666666666667,20,TRUE,10,"NB2","F1",129,9,3.16666666666667,4.16666666666667,0.0509868878431195,0.0112358293793099
"1623","L5",5.16666666666667,5.91666666666667,20,TRUE,10,"QC","F1",199,1,3.16666666666667,4.16666666666667,0.0719438952731541,0.0348769869661763
"1624","L5",5.16666666666667,33.75,20,TRUE,5,"ON","F1",194,1,3.16666666666667,4.16666666666667,0.00253627129241293,0
"1625","L5",5.16666666666667,33.7916666666667,20,TRUE,5,"ON","F1",194,5,3.16666666666667,4.16666666666667,0.00253600329273173,0
"1626","L5",5.20833333333333,5.70833333333333,20,TRUE,10,"ON","F1",164,14,3.20833333333333,4.20833333333333,0.017981395873915,0
"1627","L5",5.20833333333333,5.79166666666667,20,TRUE,10,"ON","F1",164,2,3.20833333333333,4.20833333333333,0.0179544919715936,0
"1628","L5",5.20833333333333,5.875,20,TRUE,10,"ON","F1",164,13,3.20833333333333,4.20833333333333,0.0179276684566458,0
"1629","L5",5.20833333333333,33.8333333333333,20,TRUE,5,"QC","F1",229,7,3.20833333333333,4.20833333333333,0.00895453249236587,0.00205202234385379
"1630","L5",5.20833333333333,33.9166666666667,20,TRUE,5,"QC","F1",229,4,3.20833333333333,4.20833333333333,0.0089478555037954,0.00205167150420638
"1631","L5",5.25,33.875,20,TRUE,5,"ON","F1",194,1,3.25,4.25,0.00247590812250797,0
"1632","L5",5.27083333333333,1.97083333333333,20,TRUE,35,"ON","F1",189,5,3.27083333333333,4.27083333333333,0.153760248230695,0.0384145384045825
"1633","L5",5.29166666666667,1.91666666666667,20,TRUE,35,"IN","F1",94,1,3.29166666666667,4.29166666666667,0.155560922507394,0.0346176910514632
"1634","L5",5.29166666666667,5.70833333333333,20,TRUE,10,"ON","F1",164,3,3.29166666666667,4.29166666666667,0.017571832425932,0
"1635","L5",5.29166666666667,33.75,20,TRUE,5,"NB2","F1",159,1,3.29166666666667,4.29166666666667,0.00860829505189849,0.00180301363370651
"1636","L5",5.29166666666667,33.7916666666667,20,TRUE,5,"NB2","F1",159,1,3.29166666666667,4.29166666666667,0.00860520854464285,0.00180287819145821
"1637","L5",5.29166666666667,33.8333333333333,20,TRUE,5,"ON","F1",194,7,3.29166666666667,4.29166666666667,0.00244741513009478,0
"1638","L5",5.79166666666667,20.0770833333333,20,TRUE,5,"IPU","F0",34,3,3.79166666666667,4.79166666666667,0,0
"1639","L5",5.79166666666667,21.1666666666667,20,TRUE,5,"IPU","F0",34,7,3.79166666666667,4.79166666666667,0,0
"1640","L5",5.79166666666667,22.1666666666667,20,TRUE,5,"IPU","F0",34,1,3.79166666666667,4.79166666666667,0,0
"1641","L5",5.95625,2.04166666666667,20,TRUE,30,"IPU","F0",24,1,3.95625,4.95625,0.231617022703466,0.14568244343924
"1642","L5",5.95833333333333,2,20,TRUE,35,"QC","F1",224,1,3.95833333333333,4.95833333333333,0.138403752206868,0.0396844985303375
"1643","L5",5.95833333333333,2.02777777777778,20,TRUE,30,"ON","F1",184,1,3.95833333333333,4.95833333333333,0.199808444367079,0.105253687385281
"1644","L5",5.95833333333333,2.04166666666667,20,TRUE,35,"NB2","F1",154,4,3.95833333333333,4.95833333333333,0.0450534535848994,0
"1645","L5",5.97569444444444,1.94791666666667,20,TRUE,35,"IPU","F0",29,3,3.97569444444444,4.97569444444444,0.136663601258918,0.0355944226625515
