"dev.low","dev.high","base","date"
3.28898590479219,4.26519330190809,0.05,2020-06-15
3.63290989395067,4.05644319372965,0.25,2020-06-15
3.87533595992847,3.87533595992847,0.5,2020-06-15
3.12200746014749,4.67420916229664,0.005,2020-06-16
3.37207800914008,4.49440982687207,0.025,2020-06-16
3.49162761083225,4.4140131933349,0.05,2020-06-16
3.84057176208349,4.18801329357591,0.25,2020-06-16
4.03973000866283,4.03973000866283,0.5,2020-06-16
3.38647145129669,4.87763343309912,0.005,2020-06-17
3.62404078862003,4.67819059171713,0.025,2020-06-17
3.74167115374205,4.58862404547346,0.05,2020-06-17
4.04365842334845,4.34057819914633,0.25,2020-06-17
4.1858330568091,4.1858330568091,0.5,2020-06-17
3.62151646355772,5,0.005,2020-06-18
3.85327788522161,4.86268331199547,0.025,2020-06-18
3.9721848463211,4.76802720961318,0.05,2020-06-18
4.18758606338642,4.49820811906489,0.25,2020-06-18
4.33372449628066,4.33372449628066,0.5,2020-06-18
3.85758762615579,5,0.005,2020-06-19
4.0500411254914,5,0.025,2020-06-19
4.12765132650095,4.94823250421168,0.05,2020-06-19
4.34098136697665,4.67038214702131,0.25,2020-06-19
4.49537260545094,4.49537260545094,0.5,2020-06-19
4.03952999185963,5,0.005,2020-06-20
4.19598916305753,5,0.025,2020-06-20
4.26860592182842,5,0.05,2020-06-20
4.4837334612908,4.82041657601903,0.25,2020-06-20
4.64483380378133,4.64483380378133,0.5,2020-06-20
4.13717368227006,5,0.005,2020-06-21
4.28431255015014,5,0.025,2020-06-21
4.35423462495437,5,0.05,2020-06-21
4.56731832707481,4.87975225988363,0.25,2020-06-21
4.7235599969605,4.7235599969605,0.5,2020-06-21
4.22539844670312,5,0.005,2020-06-22
4.36454856730712,5,0.025,2020-06-22
4.43296611862001,5,0.05,2020-06-22
4.64283183629463,4.93051773764287,0.25,2020-06-22
4.79234797299741,4.79234797299741,0.5,2020-06-22
4.24737934096307,5,0.005,2020-06-23
4.38403270587216,5,0.025,2020-06-23
4.44999095650977,5,0.05,2020-06-23
4.65002557533103,4.90004046102285,0.25,2020-06-23
4.78463872907883,4.78463872907883,0.5,2020-06-23
4.26311500250309,5,0.005,2020-06-24
4.39688791339522,5,0.025,2020-06-24
4.46148742698225,5,0.05,2020-06-24
4.65674722086679,4.89135780932429,0.25,2020-06-24
4.78471238190044,4.78471238190044,0.5,2020-06-24
4.31631617449555,5,0.005,2020-06-25
4.44629175706657,5,0.025,2020-06-25
4.51094715511024,5,0.05,2020-06-25
4.70642972051504,4.93937506122644,0.25,2020-06-25
4.83432032087668,4.83432032087668,0.5,2020-06-25
4.39772796256692,5,0.005,2020-06-26
4.52495331163386,5,0.025,2020-06-26
4.58846102685841,5,0.05,2020-06-26
4.78138231904599,5,0.25,2020-06-26
4.90513475666528,4.90513475666528,0.5,2020-06-26
4.43419356774031,5,0.005,2020-06-27
4.5564717310594,5,0.025,2020-06-27
4.61728286645929,5,0.05,2020-06-27
4.79592591924815,5,0.25,2020-06-27
4.90499443135577,4.90499443135577,0.5,2020-06-27
4.48715905503351,5,0.005,2020-06-28
4.60461564898654,5,0.025,2020-06-28
4.66407939514716,5,0.05,2020-06-28
4.83431588495043,5,0.25,2020-06-28
4.93474859074619,4.93474859074619,0.5,2020-06-28
4.55221568329481,5,0.005,2020-06-29
4.66336148209268,5,0.025,2020-06-29
4.72093879936657,5,0.05,2020-06-29
4.88301414489938,5,0.25,2020-06-29
5,5,0.5,2020-06-29
4.63439892520191,5,0.005,2020-06-30
4.74686160275488,5,0.025,2020-06-30
