"province","temp","rate","time"
"IPU",11.3,0.0837269871424876,11.9435805181347
"NB2",11.3,0.0587054186782213,17.0342029723324
"ON",11.3,0.049619439371183,20.1533917709653
"QC",11.3,0.0538397704969912,18.5736307534099
"IN",11.4,0.0962964458542409,10.3845993014903
"IPU",11.4,0.0853521730205852,11.716163334115
"NB2",11.4,0.0598489951651555,16.7087182886041
"ON",11.4,0.0508110023073247,19.6807768977703
"QC",11.4,0.0549873979616507,18.1859851020895
"IN",11.5,0.0984741429838183,10.1549501552341
"IPU",11.5,0.0869387841853865,11.5023462776354
"NB2",11.5,0.0609899832417853,16.3961350592863
"ON",11.5,0.0520240386741525,19.2218835354166
"QC",11.5,0.0561481846510405,17.8100149586711
"IN",11.6,0.100727114609646,9.9278134183248
"IPU",11.6,0.0885191862792605,11.2969862335428
"NB2",11.6,0.0621577790124292,16.0880911566959
"ON",11.6,0.0532359504419161,18.7842988001145
"QC",11.6,0.0572859875784381,17.4562795067374
"IN",11.7,0.102918014142051,9.7164720140211
"IPU",11.7,0.0901246763390778,11.095740335458
"NB2",11.7,0.0633224669498571,15.7921832452002
"ON",11.7,0.0544729081675747,18.3577494944569
"QC",11.7,0.0584601600024478,17.1056672032232
"IN",11.8,0.105057045889436,9.51863814482626
"IPU",11.8,0.0917391636245936,10.9004699995842
"NB2",11.8,0.0644989079499004,15.5041385114162
"ON",11.8,0.0557280388435469,17.9442887325329
"QC",11.8,0.0596474377151807,16.7651794998634
"IN",11.9,0.107194111905992,9.32887062132121
"IPU",11.9,0.0933096195474473,10.7170086534145
"NB2",11.9,0.0656629317189494,15.2292932257376
"ON",11.9,0.0569770582441917,17.5509236708726
"QC",11.9,0.060802633951656,16.4466559280031
"IN",12,0.109409955564213,9.13993608591479
"IPU",12,0.0949038414049841,10.5369812788559
"NB2",12,0.0668120729706021,14.9673549079833
"ON",12,0.0582568321066804,17.1653690920731
"QC",12,0.0620250522525607,16.1225176837119
"IN",12.1,0.111609075616349,8.95984484734668
"IPU",12.1,0.0964763498270536,10.3652347299641
"NB2",12.1,0.0679625748617132,14.7139804897496
"ON",12.1,0.0595278013756533,16.7988734171051
"QC",12.1,0.0631752235612503,15.828990289552
"IN",12.2,0.113819075566248,8.78587389440242
"IPU",12.2,0.0980771838629507,10.1960513471811
"NB2",12.2,0.0691033083250275,14.47108719166
"ON",12.2,0.0607760105420437,16.4538605139413
"QC",12.2,0.0643315837716465,15.5444642413651
"IN",12.3,0.115937677789873,8.62532371506671
"IPU",12.3,0.0995981940733868,10.0403430115871
"NB2",12.3,0.0702420855782563,14.2364793532094
"ON",12.3,0.0620803828885066,16.1081480988865
"QC",12.3,0.0654569732615934,15.2772113118693
"IN",12.4,0.118041224942426,8.47161674217429
"IPU",12.4,0.101138565556393,9.88742518286796
"NB2",12.4,0.0713910192018351,14.0073641090174
"ON",12.4,0.0633607066635757,15.7826523006285
"QC",12.4,0.0666266920764955,15.0090001342306
"IN",12.5,0.120116546498481,8.3252476796759
"IPU",12.5,0.10266106945204,9.74079079534825
"NB2",12.5,0.0725677329629446,13.7802293021269
"ON",12.5,0.0646516160406504,15.4675174740578
"QC",12.5,0.0677925125393114,14.7508915509714
"IN",12.6,0.122230016929834,8.18129644867366
"IPU",12.6,0.104155702055072,9.60101063998659
"NB2",12.6,0.0737293339783027,13.5631226581291
"ON",12.6,0.0659876279327853,15.1543559198671
"QC",12.6,0.0689984313141346,14.4930832880204
"IN",12.7,0.124317358392943,8.04392896524738
"IPU",12.7,0.105667735163877,9.46362680763512
"NB2",12.7,0.0748503235089499,13.3599958844692
"ON",12.7,0.0673281141114349,14.8526367104228
"QC",12.7,0.0701676067312864,14.2515905357418
"IN",12.8,0.126381197351966,7.91256945590476
"IPU",12.8,0.10718821062164,9.32938421336484
"NB2",12.8,0.0759825551858663,13.1609156590606
"ON",12.8,0.0686624039542323,14.5640110306028
"QC",12.8,0.0713246954778272,14.0203893901659
"IN",12.9,0.12843216260301,7.78621175521138
"IPU",12.9,0.108698446681021,9.19976353546959
"NB2",12.9,0.0771262855358817,12.9657483685138
"ON",12.9,0.0699773248847153,14.2903433722157
"QC",12.9,0.0724810381050758,13.796712073041
"IN",13,0.130464432826981,7.6649242898113
"IPU",13,0.110162955765504,9.07746159365971
"NB2",13,0.0782818535384247,12.7743526457996
"ON",13,0.0713365272859826,14.0180639320111
"QC",13,0.07368359229949,13.571542723676
"IN",13.1,0.132478369761311,7.54840206605612
"IPU",13.1,0.111628454409248,8.95828940891945
"NB2",13.1,0.0794294727103126,12.5897856606297
"ON",13.1,0.0726479297550737,13.7650177040133
"QC",13.1,0.0748564253430175,13.3589066762439
"IN",13.2,0.134492059803589,7.4353832006542
"IPU",13.2,0.113005838844354,8.84910036826046
"NB2",13.2,0.0805748903537366,12.4108142836816
"ON",13.2,0.0740436375321349,13.5055493513197
"QC",13.2,0.0760101682148003,13.1561350679049
"IN",13.3,0.13648232579649,7.32695603417679
"IPU",13.3,0.114427263977791,8.73917621376488
"NB2",13.3,0.0817080194992846,12.2387008937893
"ON",13.3,0.0754230515469689,13.2585474225148
"QC",13.3,0.0771541546496345,12.9610651514295
"IN",13.4,0.138476566452129,7.22143845547625
"IPU",13.4,0.11586729001672,8.63056346539192
"NB2",13.4,0.0828655824620655,12.0677363474415
"ON",13.4,0.0767628697479518,13.0271315547038
"QC",13.4,0.0783255418666441,12.7672273486573
"IN",13.5,0.140434040662476,7.12078066186387
"IPU",13.5,0.117301554553049,8.52503623856113
"NB2",13.5,0.0840203634716507,11.9018766890572
"ON",13.5,0.0780931754218117,12.8052162742731
"QC",13.5,0.0794915313388614,12.5799564961385
"IN",13.6,0.142407178044259,7.02211795229749
"IPU",13.6,0.118716199665435,8.42345024341418
"NB2",13.6,0.0851967897778436,11.737531689409
"ON",13.6,0.0794412502305482,12.5879188436301
"QC",13.6,0.0806302511538447,12.4022930069322
"IN",13.7,0.144293544997848,6.93031694605462
"IPU",13.7,0.120107943252542,8.32584403194293
"NB2",13.7,0.0863269738173753,11.5838648784542
"ON",13.7,0.0808178894154707,12.3734981215409
"QC",13.7,0.0818070424726177,12.2238865192137
"IN",13.8,0.146179220295754,6.84091762093985
"IPU",13.8,0.121501402004261,8.23035770919873
"NB2",13.8,0.087436798487158,11.43683230134
"ON",13.8,0.0821882389093097,12.1671909942285
"QC",13.8,0.082954062886852,12.0548648740287
"IN",13.9,0.148101372216999,6.75213194924594
"IPU",13.9,0.122843567619237,8.14043437222826
"NB2",13.9,0.0885250807085769,11.2962337015109
"ON",13.9,0.0835768773946562,11.965032293983
"QC",13.9,0.0841690756790379,11.880848263597
"IN",14,0.149956474701882,6.66860168584276
"IPU",14,0.124154318763771,8.05449227304858
"NB2",14,0.0896416931692707,11.1555233441459
"ON",14,0.0849681204308028,11.7691199387591
"QC",14,0.0853196865850185,11.7206244380311
"IN",14.1,0.151750389215623,6.58976893322628
"IPU",14.1,0.125459344472932,7.97070958894574
"NB2",14.1,0.0907410008706377,11.0203765732028
"ON",14.1,0.0863405161426459,11.5820480261524
"QC",14.1,0.0864577424866862,11.5663460066678
"IN",14.2,0.153580916827558,6.51122564315726
"IPU",14.2,0.126852746960932,7.88315606954913
"NB2",14.2,0.0918305316284124,10.8896244614513
"ON",14.2,0.0877381219592743,11.3975549551
"QC",14.2,0.0875808809502582,11.4180173946871
"IN",14.3,0.155430460345651,6.43374554776792
"IPU",14.3,0.128188410936591,7.80101721324805
"NB2",14.3,0.0929168490949637,10.762310960559
"ON",14.3,0.0891158026327653,11.2213543556714
"QC",14.3,0.0887044277250693,11.27339442826
"IN",14.4,0.157343090046193,6.35553808331125
"IPU",14.4,0.129460561109529,7.724360294031
"NB2",14.4,0.0940227737320219,10.6357211176357
"ON",14.4,0.0904691838034628,11.0534875868822
"QC",14.4,0.0897864390264302,11.1375397427439
"IN",14.5,0.159234186310341,6.28005850221946
"IPU",14.5,0.130727807138778,7.64948200911273
"NB2",14.5,0.0951323050751255,10.5116765736828
"ON",14.5,0.0918563072849033,10.8865687061225
"QC",14.5,0.0908791518576596,11.0036238398077
"IN",14.6,0.161101357545504,6.20727283580369
"IPU",14.6,0.131986213023809,7.57654892269134
"NB2",14.6,0.0962160470022041,10.3932768864236
"ON",14.6,0.093209456353176,10.7285251933791
"QC",14.6,0.0920536594265094,10.8632295144517
"IN",14.7,0.162965400079958,6.13627186887718
"IPU",14.7,0.133227576441516,7.50595354762798
"NB2",14.7,0.0973321344949155,10.2740993321013
"ON",14.7,0.0945867687939846,10.5723032184315
"QC",14.7,0.0931511509370519,10.7352404174484
"IN",14.8,0.164711692248673,6.07121442698427
"IPU",14.8,0.134452461265226,7.4375730377534
"NB2",14.8,0.0984054911478501,10.1620346042444
"ON",14.8,0.0959551445049997,10.4215361079213
"QC",14.8,0.0943191430651708,10.602301586071
"IN",14.9,0.166464458304594,6.00728835835339
"IPU",14.9,0.135742254783864,7.3669028313004
"NB2",14.9,0.0995320452565838,10.0470154933071
"ON",14.9,0.0973215592417213,10.2752155727279
"QC",14.9,0.0954358997678799,10.4782373144537
"IN",15,0.168266449711338,5.94295538836541
"IPU",15,0.136999803857501,7.29928056836639
"NB2",15,0.100623698612424,9.93801673600132
"ON",15,0.0986891123422503,10.1328300328623
"QC",15,0.0965713743708858,10.3550356859647
"IN",15.1,0.169991725557643,5.88263930587763
"IPU",15.1,0.138246264166156,7.23346905204236
"NB2",15.1,0.101684027515111,9.83438623007632
"ON",15.1,0.100073633426522,9.9926421105093
"QC",15.1,0.097718001203536,10.2335293530451
"IN",15.2,0.171825656999237,5.81985276216653
"IPU",15.2,0.13948417881772,7.16927187384458
"NB2",15.2,0.102792718996643,9.72831553279041
"ON",15.2,0.101437283040874,9.85830822811983
"QC",15.2,0.0988708079490317,10.1142095351091
"IN",15.3,0.17366900891914,5.7580797315824
"IPU",15.3,0.140696610023526,7.10749184719264
"NB2",15.3,0.103890515553641,9.62551777786296
"ON",15.3,0.102824798404144,9.72528043351596
"QC",15.3,0.0999988319588342,10.0001170161734
"IN",15.4,0.175388108779613,5.70164087912683
"IPU",15.4,0.141906823557011,7.04687748940049
"NB2",15.4,0.104975027173217,9.52607523808513
"ON",15.4,0.10413474388424,9.60294291122644
"QC",15.4,0.101101380664187,9.89106178704255
"IN",15.5,0.177100183963079,5.64652158637649
"IPU",15.5,0.143075474678884,6.9893180677586
"NB2",15.5,0.106083703564997,9.42651855951954
"ON",15.5,0.105499944615533,9.47867799498876
"QC",15.5,0.1022267817625,9.78217237462229
"IN",15.6,0.178844357614528,5.59145412844676
"IPU",15.6,0.144241605090243,6.93281248130134
"NB2",15.6,0.107122409128428,9.3351149287427
"ON",15.6,0.106874866549888,9.35673686358874
"QC",15.6,0.103350753473204,9.67578819777899
"IN",15.7,0.180558492893241,5.53837148611779
"IPU",15.7,0.145400696694295,6.87754614012318
"NB2",15.7,0.108190820100998,9.24292879309342
"ON",15.7,0.108207814392633,9.24147676124457
"QC",15.7,0.104444412920762,9.5744710362118
"IN",15.8,0.182338064099366,5.48431840426846
"IPU",15.8,0.146563532353239,6.82297970486086
"NB2",15.8,0.109259415887634,9.15252936964417
"ON",15.8,0.109511415847515,9.131468098659
"QC",15.8,0.10551672094193,9.47717098601173
"IN",15.9,0.184062882763635,5.4329259167083
"IPU",15.9,0.147751297013775,6.76813009892616
"NB2",15.9,0.11034449250054,9.06252755510433
"ON",15.9,0.110871084575909,9.01948432267371
"QC",15.9,0.106591687604651,9.38159467593437
"IN",16,0.185826982084129,5.38134984622918
"IPU",16,0.148908646534073,6.71552677029713
"NB2",16,0.111419792929405,8.97506611492527
"ON",16,0.112235771275416,8.90981537380796
"QC",16,0.107691755427571,9.28576200810294
"IN",16.1,0.187559009885785,5.33165535801384
"IPU",16.1,0.15005528886403,6.66421028951839
"NB2",16.1,0.112500707881832,8.88883319598345
"ON",16.1,0.113531923653213,8.80809527287424
"QC",16.1,0.108792260614058,9.19183033952399
"IN",16.2,0.189293682005025,5.28279650405876
"IPU",16.2,0.151188849144183,6.61424441074085
"NB2",16.2,0.113549759995654,8.80671170263536
"ON",16.2,0.114866518364164,8.70575703614546
"QC",16.2,0.1098681780501,9.10181653858233
"IN",16.3,0.191051444499802,5.2341923485412
"IPU",16.3,0.152323861622434,6.56495961566652
"NB2",16.3,0.114616435915075,8.72475219520954
"ON",16.3,0.116161219886412,8.608725026637
"QC",16.3,0.110928313226896,9.01483103042884
"IN",16.4,0.192831279244707,5.18588065131336
"IPU",16.4,0.153427746023398,6.51772594207254
"NB2",16.4,0.115670863822557,8.64521946600719
"ON",16.4,0.117506105618423,8.51019615688929
"QC",16.4,0.112001142237398,8.92848043400869
"IN",16.5,0.194613368107089,5.13839316759528
"IPU",16.5,0.154522917751673,6.4715319549373
"NB2",16.5,0.116716471618374,8.56777100882485
"ON",16.5,0.118824755828728,8.41575473012799
"QC",16.5,0.113066949040574,8.84431754033569
"IN",16.6,0.196411075452074,5.09136267285987
"IPU",16.6,0.155662696143791,6.42414672832987
"NB2",16.6,0.117789154845639,8.489745956155
"ON",16.6,0.120146673840684,8.32316016159611
"QC",16.6,0.11413686684142,8.76141103325586
"IN",16.7,0.198125374185057,5.04730908539072
"IPU",16.7,0.156793494119609,6.37781565408405
"NB2",16.7,0.118844057875418,8.4143879217281
"ON",16.7,0.121456928779873,8.23337149067827
"QC",16.7,0.115222084625737,8.67889177729177
"IN",16.8,0.199910194308108,5.00224616902504
"IPU",16.8,0.15790382727097,6.33296873541104
"NB2",16.8,0.119874415844129,8.3420636162449
"ON",16.8,0.122740510985281,8.14726932554193
"QC",16.8,0.116281876953027,8.59979238685167
"IN",16.9,0.201623767491998,4.95973275152569
"IPU",16.9,0.159019908141605,6.28852080029672
"NB2",16.9,0.12091756104175,8.27009736780601
"ON",16.9,0.124037912130716,8.06205122186595
"QC",16.9,0.117352382243573,8.5213438473033
"IN",17,0.20329413363557,4.91898109694077
"IPU",17,0.160144077067543,6.24437705546743
"NB2",17,0.121965389960721,8.19904729373212
"ON",17,0.125319627598812,7.97959605405762
"QC",17,0.118416456847798,8.44477218010181
"IN",17.1,0.205031465241548,4.87730017019867
"IPU",17.1,0.161276561193226,6.20052904237112
"NB2",17.1,0.123044461119416,8.12714356553204
"ON",17.1,0.126634769513707,7.89672539343256
"QC",17.1,0.119518140181674,8.36693073541079
"IN",17.2,0.206754331692553,4.83665813000864
"IPU",17.2,0.16237521369738,6.15857542065444
"NB2",17.2,0.124095783886017,8.05829149644389
"ON",17.2,0.127917272780491,7.81755256508126
"QC",17.2,0.120616312765464,8.2907525288904
"IN",17.3,0.208497471049628,4.7962213633324
"IPU",17.3,0.163461727049526,6.11764000095341
"NB2",17.3,0.125176416783717,7.98872523987797
"ON",17.3,0.129164400257137,7.74207136899645
"QC",17.3,0.121704277532367,8.21663818227364
"IN",17.4,0.210262655703704,4.75595636805359
"IPU",17.4,0.164590118318559,6.07569889502815
"NB2",17.4,0.126253375955479,7.92058037288088
"ON",17.4,0.130415209930585,7.66781728593428
"QC",17.4,0.122805798331665,8.1429381960305
"IN",17.5,0.211874873708605,4.71976704269372
"IPU",17.5,0.165698106113462,6.03507202680255
"NB2",17.5,0.127319270665105,7.85427105394445
"ON",17.5,0.131669188834537,7.59479142822618
"QC",17.5,0.123913809233198,8.07012557762159
"IN",17.6,0.213611382270598,4.68139861557301
"IPU",17.6,0.166808266088431,5.99490675595267
"NB2",17.6,0.128410823457838,7.78750555237267
"ON",17.6,0.132952465790733,7.52148517621343
"QC",17.6,0.124980308198121,8.00126203566854
"IN",17.7,0.215443846173567,4.64158096634969
"IPU",17.7,0.167934258644422,5.9547111389415
"NB2",17.7,0.129454139225412,7.72474335962509
"ON",17.7,0.13417072802204,7.45319054289084
"QC",17.7,0.126055476167103,7.93301574575922
"IN",17.8,0.217218815461996,4.60365276388137
"IPU",17.8,0.169068601799224,5.91475879825814
"NB2",17.8,0.130520107968062,7.66165476953507
"ON",17.8,0.135403746838632,7.38532001868514
"QC",17.8,0.127148715388062,7.86480619590561
"IN",17.9,0.219005626906318,4.56609274221772
"IPU",17.9,0.170171859019872,5.8764122878209
"NB2",17.9,0.131564196334753,7.60085212767754
"ON",17.9,0.13664604016433,7.31817768467544
"QC",17.9,0.128209976738331,7.79970503449062
"IN",18,0.220718357569777,4.53066075398556
"IPU",18,0.171287503661942,5.83813751416602
"NB2",18,0.132609654680046,7.54092907159132
"ON",18,0.137876422678302,7.25287167039125
"QC",18,0.129266438744615,7.73596002150777
"IN",18.1,0.222472989407275,4.49492786152982
"IPU",18.1,0.172358308507193,5.80186711214046
"NB2",18.1,0.133647788471329,7.48235356313337
"ON",18.1,0.139096432351215,7.18925704302763
"QC",18.1,0.130351562666849,7.67156130942336
"IN",18.2,0.224188201127721,4.46053804592185
"IPU",18.2,0.173489787363972,5.76402806863635
"NB2",18.2,0.134690732491913,7.42441579902354
"ON",18.2,0.140339571924335,7.12557398915937
"QC",18.2,0.131465038420683,7.60658508962871
"IN",18.3,0.225906016719473,4.42661959918129
"IPU",18.3,0.174592927868956,5.72760885926974
"NB2",18.3,0.135752303585053,7.36635758053481
"ON",18.3,0.141571341971674,7.06357651031633
"QC",18.3,0.132503375162674,7.54697758488294
"IN",18.4,0.227637593528069,4.39294751182013
"IPU",18.4,0.175639705167506,5.69347348705517
"NB2",18.4,0.136814527486806,7.30916532353443
"ON",18.4,0.142833650114942,7.00115133523772
"QC",18.4,0.133574288698904,7.48647077593316
"IN",18.5,0.229374111770798,4.35968991884242
"IPU",18.5,0.176703847020031,5.65918637038816
"NB2",18.5,0.137870441385577,7.25318632915116
"ON",18.5,0.144072429025156,6.94095335216651
"QC",18.5,0.134708726490456,7.42342405301887
"IN",18.6,0.2311410337462,4.32636293093598
"IPU",18.6,0.177743236748466,5.62609312185204
"NB2",18.6,0.138932865159783,7.19772107740726
"ON",18.6,0.145305714636359,6.88204190146073
"QC",18.6,0.135764204668478,7.36571176838716
"IN",18.7,0.232994239168519,4.29195173187426
"IPU",18.7,0.178792849375189,5.59306486207213
"NB2",18.7,0.13999674758598,7.14302333307599
"ON",18.7,0.146518779540895,6.82506369728286
"QC",18.7,0.136829504867404,7.30836526420683
"IN",18.8,0.234770897305265,4.25947172958205
"IPU",18.8,0.179876073750362,5.55938307951494
"NB2",18.8,0.141057540496241,7.08930552938056
"ON",18.8,0.14777026832288,6.7672611982082
"QC",18.8,0.137932082196355,7.24994501399175
"IN",18.9,0.236601363531588,4.22651833199695
"IPU",18.9,0.180978144302752,5.525529086477
"NB2",18.9,0.142176220011574,7.03352504867262
"ON",18.9,0.1489843997055,6.71211217163767
"QC",18.9,0.139051853937395,7.19156179326533
"IN",19,0.238444188905441,4.19385355908746
"IPU",19,0.182067886812947,5.49245680940838
"NB2",19,0.143256801387334,6.98047136929602
"ON",19,0.150130249160743,6.66088312516235
"QC",19,0.140160377449058,7.13468398328702
"IN",19.1,0.240253566645496,4.16226911410264
"IPU",19.1,0.183138502245068,5.46034826149111
"NB2",19.1,0.144322404322877,6.92893119648541
"ON",19.1,0.151327844555022,6.60816924812716
"QC",19.1,0.141287819994251,7.0777509367471
"IN",19.2,0.242128040860616,4.13004622707823
"IPU",19.2,0.184199715107304,5.42889005016773
"NB2",19.2,0.14539170161646,6.87797174118065
"ON",19.2,0.152534228714456,6.55590557830922
"QC",19.2,0.142401776803103,7.02238432792687
"IN",19.3,0.24391921956258,4.09971796294649
"IPU",19.3,0.1852860409717,5.39706064794057
"NB2",19.3,0.146504519041292,6.8257280479005
"ON",19.3,0.153736503858786,6.5046360211718
"QC",19.3,0.14347392707452,6.96990753821199
"IN",19.4,0.245707573019146,4.06987863098353
"IPU",19.4,0.186390767091595,5.36507261606086
"NB2",19.4,0.14759739427244,6.77518745604136
"ON",19.4,0.154971355625063,6.45280550879368
"QC",19.4,0.144612518455211,6.91503088386493
"IN",19.5,0.247585059435517,4.03901607303244
"IPU",19.5,0.187479893335864,5.33390531962273
"NB2",19.5,0.1487036130111,6.72478648116502
"ON",19.5,0.156186409540518,6.40260578394015
"QC",19.5,0.145722174191872,6.86237359307213
"IN",19.6,0.249514971705781,4.00777553851969
"IPU",19.6,0.188523222161505,5.304386526482
"NB2",19.6,0.149792459381456,6.6759034982854
"ON",19.6,0.157371399340397,6.354394811677
"QC",19.6,0.146858661069648,6.80926812797688
"IN",19.7,0.251414727831055,3.97749178768659
"IPU",19.7,0.189609334370848,5.27400196064415
"NB2",19.7,0.150840484451974,6.62952000780837
"ON",19.7,0.15855743187165,6.3068629972804
"QC",19.7,0.148022262032119,6.75574056812038
"IN",19.8,0.253321258708615,3.94755658206478
"IPU",19.8,0.190665815853035,5.24477865358007
"NB2",19.8,0.151893635365678,6.58355433767737
"ON",19.8,0.159735277780806,6.26035786436521
"QC",19.8,0.149133773822546,6.70538938775449
"IN",19.9,0.255271626865647,3.91739582291829
"IPU",19.9,0.191735134668266,5.21552819782351
"NB2",19.9,0.152947181507123,6.53820482445342
"ON",19.9,0.160917198693854,6.21437614306896
"QC",19.9,0.150246511462309,6.65572862462081
"IN",20,0.257268648606792,3.88698742184053
"IPU",20,0.192799964197563,5.18672297584583
"NB2",20,0.154032198448583,6.49214943620468
"ON",20,0.162094543485547,6.16923912966602
"QC",20,0.151392189185016,6.60536059141424
"IN",20.1,0.259193334600613,3.85812391328993
"IPU",20.1,0.193853835405341,5.15852575759336
"NB2",20.1,0.155122859647934,6.44650314098767
"ON",20.1,0.16329596285974,6.12385022759193
"QC",20.1,0.152549177090388,6.55526315584032
"IN",20.2,0.261180783513621,3.82876561914204
"IPU",20.2,0.194912676003738,5.13050264844688
"NB2",20.2,0.15623627153015,6.40056246295356
"ON",20.2,0.164456949613425,6.08061869916635
"QC",20.2,0.153652560995752,6.50818961193688
"IN",20.3,0.263151158463611,3.80009727457871
"IPU",20.3,0.196036647002406,5.10108704707063
"NB2",20.3,0.157395141758977,6.35343633035061
"ON",20.3,0.165613909339065,6.03814017881133
"QC",20.3,0.154828789678495,6.45874718725132
"IN",20.4,0.264992996415826,3.77368464704212
"IPU",20.4,0.19716792695494,5.07181880831088
"NB2",20.4,0.158548078135523,6.30723508054712
"ON",20.4,0.166771654571069,5.9962228148003
"QC",20.4,0.155970706376329,6.41146035804732
"IN",20.5,0.266877893410765,3.74703198056384
"IPU",20.5,0.198271185925865,5.04359721042931
"NB2",20.5,0.159642921489886,6.26397957825885
"ON",20.5,0.167939442305994,5.95452734732814
"QC",20.5,0.157110771975651,6.36493641114407
"IN",20.6,0.268756648208567,3.72083820197752
"IPU",20.6,0.199345640313635,5.0164126928633
"NB2",20.6,0.160730127662586,6.22160895124733
"ON",20.6,0.169139045364608,5.91229540083341
"QC",20.6,0.158267996221944,6.31839711391885
"IN",20.7,0.270711359032377,3.69397133388136
"IPU",20.7,0.20045774612858,4.98858249283668
"NB2",20.7,0.161880078009648,6.1774124643086
"ON",20.7,0.170350020812484,5.87026639373923
"QC",20.7,0.159426911911287,6.27246717604488
"IN",20.8,0.272678081671658,3.66732813568474
"IPU",20.8,0.20156808235842,4.96110291024101
"NB2",20.8,0.163007650199665,6.13468140370749
"ON",20.8,0.171541359487593,5.82949799003551
"QC",20.8,0.160627852456265,6.22557038638716
"IN",20.9,0.274690661676051,3.6404586901485
"IPU",20.9,0.202621431964985,4.93531211302471
"NB2",20.9,0.16414724313784,6.0920913497864
"ON",20.9,0.172751318230967,5.7886678429002
"QC",20.9,0.161849889599075,6.17856464954476
"IN",21,0.276693629261338,3.61410561825243
"IPU",21,0.203655975549471,4.91024139176927
"NB2",21,0.165325111001069,6.04868792882779
"ON",21,0.173926827337201,5.74954441278302
"QC",21,0.163025542758775,6.13400813263649
"IN",21.1,0.278711177945313,3.5879436719112
"IPU",21.1,0.204713525682293,4.8848750884049
"NB2",21.1,0.16644789487277,6.00788617280115
"ON",21.1,0.175047228839793,5.71274398470428
"QC",21.1,0.164202261348445,6.09005012219673
"IN",21.2,0.280692418501642,3.5626185041375
"IPU",21.2,0.205828380862079,4.85841650777481
"NB2",21.2,0.167550003579835,5.96836758709637
"ON",21.2,0.176226544155909,5.67451404846703
"QC",21.2,0.165383621440559,6.04654796821203
"IN",21.3,0.282703050642678,3.53728054141009
"IPU",21.3,0.206923656767592,4.83270021353656
"NB2",21.3,0.168745781863696,5.92607405994446
"ON",21.3,0.177453605720705,5.63527574536415
"QC",21.3,0.166623097782306,6.00156889817607
"IN",21.4,0.284771963347261,3.51158164702178
"IPU",21.4,0.208002406504897,4.80763668942352
"NB2",21.4,0.16991905346343,5.88515519416053
"ON",21.4,0.178644297657335,5.59771575972869
"QC",21.4,0.1678371701259,5.95815579767823
"IN",21.5,0.286753157854085,3.48731992172414
"IPU",21.5,0.209110648677658,4.78215723273995
"NB2",21.5,0.171084444933115,5.84506676041341
"ON",21.5,0.179819303289785,5.5611382846272
"QC",21.5,0.169084801115313,5.91419212987867
"IN",21.6,0.28888779817026,3.46155153111946
"IPU",21.6,0.210202302376569,4.7573218214907
"NB2",21.6,0.172242005303762,5.80578484959075
"ON",21.6,0.18104039536649,5.52362912361465
"QC",21.6,0.170281783281506,5.87261882707036
"IN",21.7,0.290855947605542,3.43812813219949
"IPU",21.7,0.211290210178172,4.73282695285714
"NB2",21.7,0.173348366495874,5.76873052697823
"ON",21.7,0.182217063099993,5.48796026277381
"QC",21.7,0.171473446478924,5.83180700920207
"IN",21.8,0.292934505027395,3.41373237893965
"IPU",21.8,0.212432732591679,4.70737248688535
"NB2",21.8,0.174480082647331,5.73131326662353
"ON",21.8,0.183433675872436,5.45156168977096
"QC",21.8,0.172664874864386,5.79156675778049
"IN",21.9,0.294926737842535,3.39067267916806
"IPU",21.9,0.213500100507127,4.6838385477105
"NB2",21.9,0.175606089149956,5.69456336741145
"ON",21.9,0.184627702759914,5.41630529780075
"QC",21.9,0.173918007162696,5.74983604357297
"IN",22,0.297099277279164,3.36587828058275
"IPU",22,0.21464778127919,4.65879495367278
"NB2",22,0.176774807823954,5.65691470160098
"ON",22,0.185836432050375,5.38107622736339
"QC",22,0.175119538981687,5.71038534077973
"IN",22.1,0.299127337041952,3.34305792865571
"IPU",22.1,0.215803452448871,4.63384616549746
"NB2",22.1,0.177908720385525,5.62085994386202
"ON",22.1,0.187022306158519,5.34695577525437
"QC",22.1,0.176338751250155,5.67090331134281
"IN",22.2,0.301114726204049,3.32099335362444
"IPU",22.2,0.216940581234502,4.60955713724025
"NB2",22.2,0.179059575909421,5.58473346981502
"ON",22.2,0.188200227475692,5.31348988174519
"QC",22.2,0.17755602020042,5.63202566043252
"IN",22.3,0.303056331536866,3.29971661956454
"IPU",22.3,0.218054833726452,4.58600244598887
"NB2",22.3,0.180190500190977,5.54968213612364
"ON",22.3,0.189342831977789,5.28142519715469
"QC",22.3,0.17882430277515,5.59208108604129
"IN",22.4,0.305001279181359,3.27867477516162
"IPU",22.4,0.219161949697468,4.56283584860625
"NB2",22.4,0.181395078205138,5.51282873766815
"ON",22.4,0.190529513145032,5.24853070537844
"QC",22.4,0.18008724165484,5.55286428297057
"IN",22.5,0.30704694227214,3.256831001992
"IPU",22.5,0.220340066323001,4.53843935422567
"NB2",22.5,0.182524537019616,5.47871544466666
"ON",22.5,0.19174388685676,5.21529014035839
"QC",22.5,0.181313691987774,5.51530328073262
"IN",22.6,0.30912335077577,3.23495459715632
"IPU",22.6,0.221478907294553,4.51510265032809
"NB2",22.6,0.183769163436629,5.44160944991084
"ON",22.6,0.192959760264761,5.18242776806337
"QC",22.6,0.1825936284394,5.4766423751978
"IN",22.7,0.311134425261312,3.21404486631989
"IPU",22.7,0.222664848990118,4.49105463448352
"NB2",22.7,0.185002587092824,5.40533004685001
"ON",22.7,0.194161052102704,5.15036359044555
